title,month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Water weather",5,21,16,22,551.5,20
"Globe toddlers Adventures in France",5,21,16,23,448.2421,20
"Fun on the farm introducing Doodle the Rooster and his animated friends",5,21,16,23,630.68,20
"Abraham Lincoln sixteenth president",5,21,16,26,973.7092,10
Fire,5,21,16,29,353.979,4
"Renewable energy",5,21,16,30,621.042,3
Erosion,5,21,16,30,551.3,3
"Popular mechanics for kids Firefighters and other life saving heroes",5,21,16,30,363.37092,13
Deserts,5,21,16,30,577.54,3
"Sid the science kid Sid in motion",5,21,16,35,500,11
"Signing time Series 2 volume 3 Move and groove",5,21,16,41,419.7,6
"way things work Engines",5,21,16,44,621.43,11
"Hot potatoes the best of the Wiggles",5,21,16,45,782.42083,0
"Teaching signs for baby minds 1 Everyday signs",5,21,16,45,419.7,11
"School house rock Money rock",5,21,16,49,332.024,14
"Seeds and plants",5,21,16,51,580,18
Fish,5,21,16,51,597,18
Insect,5,21,16,51,595.7,18
Plant,5,21,16,51,581.7,18
"magic school bus Creepy crawly fun",5,21,17,13,534,11
"Bugz from a bugs eye view",5,21,17,17,595.7,14
Cat,5,21,17,36,599.75,14
Reptile,5,21,17,36,597.957,9
Bird,5,21,17,36,598,14
Migration,5,21,17,37,591.568,13
"Kid guides Zoos",5,21,17,37,590.7373,13
"Animal atlas Fun on the farm",5,21,17,37,630.68,13
Predators,5,21,17,37,591.53,13
"Wonders down under",5,21,17,37,591.994,13
"magic school bus Creepy crawly fun",5,21,17,49,534,7
"fiesta de Fritzi Fritzis party",5,21,18,44,468.3421,14
"Signing time Series 2 volume 7 My favorite sport",5,21,18,45,419.7,14
"show del Topo Gigio Vol II",5,21,18,45,791.45097,14
"estaciones The seasons",5,21,18,46,468.3421,14
"Wiggles The Wiggles go bananas",5,21,19,9,782.42083,17
"Sid the science kid The ruler of thumb",5,22,10,36,530.8,5
"Mandarin Chinese Disc 4 In my home",5,22,12,48,495.13421,13
"French Disc 6 I can count",5,22,12,48,448.3421,13
"French 2 Wake up smiling",5,22,12,49,448.3421,13
"Muzzy level II French",5,22,14,12,448.3421,7
"Podna and Podni a story from Pakistan",5,22,14,15,398.20954,5
"Baby sign language basics",5,22,14,17,419,15
"French for kids Beginner level 1 volume 2",5,22,14,18,448.2421,7
"Learn French with Pânâlope Pezi Beginners level 1 volume 1",5,22,14,18,448.2421,7
"art of crochet 4 kids",5,22,14,18,746.434,1
"Spanish 2 Wake up smiling",5,22,14,24,468.3421,8
"Im a potty princess potty training for girls",5,22,14,49,649.62,7
"Drawing power Vol 6 Wizards castles dragons",5,22,14,49,743.8,7
"Signing time Series 2 volume 7 My favorite sport",5,22,14,50,419.7,7
"Drawing power Vol 3 Pirate drawing adventure",5,22,14,50,743.4,7
"Muzzy Chinese Level II",5,22,15,4,495.18342,2
"Meet the colors",5,22,15,8,535.6,14
"John Deere action 2",5,22,15,19,629.2252,5
"Hot potatoes the best of the Wiggles",5,22,15,23,782.42083,14
"Shalom Sesame Volume 9 Countdown to Shavuot",5,22,15,37,394.267,9
"Rock n learn Addition subtraction rap",5,22,15,39,513.21,20
"Shalom Sesame Volume 3 Shabbat shalom Grover",5,22,15,40,296.43,9
"Im a potty pirate potty training for boys",5,22,15,44,649.62,20
"Amazing North America",5,22,15,50,591.97,5
"Polar prowl",5,22,15,50,591.70911,5
"Wonders down under",5,22,15,50,591.994,5
"Introduction to robotics",5,22,16,3,629.892,4
"Silly songs sing a long",5,22,16,24,782.42083,0
"Mighty machines Mega machines",5,22,16,35,629.225,1
"Mighty machines Big wheels rollin",5,22,16,37,629.225,1
"world of learning Volume 2",5,22,16,38,629.13334,1
"Puppytown Growing up",5,22,16,54,636.73,13
"Storyland yoga",5,22,16,54,613.7046,13
"Dirt monsters",5,22,16,54,681.76,13
"I spy A rockin bronco and other stories",5,22,16,55,793.735,13
"Activity TV Cooking snacks",5,22,17,0,641.5123,0
"Barack Obama the story of our 44th president",5,22,17,1,973.93209,12
"German for babies toddlers and preschoolers Disc 1 Eating and drinking",5,22,17,10,438.3421,5
"Signing time Volume 12 Time to eat",5,22,17,10,419.7,14
"Loose at the zoo",5,22,17,13,590.73,13
"Touch my world",5,22,17,29,612.88,5
"Hard Hat Harrys boats ships and airplanes",5,22,17,39,797.1,1
Fish,5,22,17,43,597,20
"Animal atlas Animal ABCs",5,22,18,28,421.1,8
"Alphabet phonics fun",5,22,18,28,411,8
"Meet the phonics Letter sounds",5,22,18,28,372.465,8
Vietnam,5,22,18,41,959.7,7
"All about the water cycle",5,22,18,46,551.48,21
Wind,5,22,18,46,621.31,21
"Signing time Volume 3 Everyday signs",5,22,19,36,419.7,19
"Sid the science kid Sids sing along",5,22,19,38,782.42083,7
"Sid the science kid Sids backyard campout",5,22,19,38,796.54,14
"Schoolhouse rock Science",5,22,19,44,500,9
"magic school bus Space adventures",5,22,19,44,523,9
"Wiggles The Wiggles go bananas",5,22,19,48,782.42083,8
"Hot potatoes the best of the Wiggles",5,22,19,48,782.42083,14
"Wiggles Here comes the big red car",5,22,19,48,782.42083,14
"Wiggles Ukulele baby",5,22,19,48,791.42083,8
"Between the lions Animal stories 8 stories fun activities",5,23,10,7,372.465,0
"Martin Luther King Jr",5,23,10,28,323.092,11
"Bugs bugs bugs",5,23,11,1,595.7,7
"More families of Mexico",5,23,11,1,972.0836,7
"Kung fu for kids",5,23,11,1,796.8159,7
"Sid the science kid The bug club",5,23,11,3,507,2
Spanish,5,23,11,5,468.30832,13
"Meet the letters",5,23,11,31,428.13,16
"Spanish 3 Playtime",5,23,11,31,468.3421,9
"fiesta the party",5,23,11,46,468.3421,6
"Zoboomafoo Pets",5,23,11,47,590,13
"Signing time Series 2 volume 9 My things",5,23,11,54,419.7,15
"smart fitness workout brain based physical fitness routines",5,23,11,55,613.7042,14
"fundamentals of baseball",5,23,12,5,796.3572,16
"science of Disney imagineering Magnetism",5,23,12,49,531.55,7
"Ballet for boys",5,23,13,7,792.807,15
"National park animals for kids",5,23,13,14,590.0973,8
"magic school bus Holiday special",5,23,13,30,333.72,17
"Rock n learn Physical science",5,23,13,30,500.2,17
"What makes a fish a fish",5,23,13,32,597,6
"Monarch and milkweed",5,23,13,32,595.789,6
"Rock n learn Human body",5,23,13,45,612,16
"Buried treasures",5,23,13,46,567.9,16
"Signing time Practice time 123s Level 1",5,23,14,17,419.7,16
"Signing time Volume 5 ABC signs",5,23,14,25,419.7,16
"Teaching signs for baby minds 2 Concepts combinations",5,23,14,28,419.7,16
"Schoolhouse rock Science",5,23,14,44,500,11
"Activity TV Magic Vol 1",5,23,14,44,793.8,14
Gravity,5,23,15,4,531.14,2
"iKnow animals letters sounds Vol 2",5,23,15,16,372.465,11
"See my world",5,23,15,17,612.84,14
"Spanish 1 Eating and drinking",5,23,15,32,468.3421,11
"Danger Rangers Mission 547 safety rules",5,23,15,51,613.6,9
"Meet the sight words 3",5,23,15,52,372.462,12
"Adventures with trains",5,23,15,54,625.1,22
"Blast off a kids introduction to the space program",5,23,15,56,629.40973,22
"Activity TV Cooking snacks",5,23,16,5,641.5123,0
"Activity TV Magic Vol 2",5,23,16,10,793.8,8
"Activity TV Puppets",5,23,16,11,745.59224,8
"Activity TV Halloween Vol 3",5,23,16,12,745.59416,8
"Activity TV Hanukkah Vol 2",5,23,16,15,296.435,8
"Eyewitness Planets",5,23,16,34,523.4,14
Reptiles,5,23,16,56,597.9,15
Amphibians,5,23,16,57,597.8,15
Gravity,5,23,16,57,531.14,9
"French Disc 6 I can count",5,23,16,57,448.3421,9
Volcanoes,5,23,16,57,551.21,15
"Go potty go potty training for tiny toddlers",5,23,17,3,649.62,14
"potty movie for boys starring Henry",5,23,17,3,649.62,14
"I can go potty potty training for boys and girls",5,23,17,4,649.62083,14
Biodiversity,5,23,17,6,574.5,13
"Earths seasons",5,23,17,6,508.2,13
"Linnea in Monets garden",5,23,17,9,759.4,0
Atoms,5,23,17,10,539.6,13
"Hip hop for kids School house hop",5,23,17,11,793.3,8
"Shakespeare the animated tales Volume 1",5,23,17,11,822.33,16
"Sleeping beauty",5,23,17,34,792.842,6
"Vincent Van Gogh",5,23,17,56,759.9492,10
"frog prince",5,23,17,59,398.2,14
"Im a potty princess potty training for girls",5,23,17,59,649.62,14
Erosion,5,23,18,3,551.3,5
"Loose at the zoo",5,23,18,3,590.73,9
"short life of Anne Frank",5,23,18,32,940.5318,9
"Metal monsters",5,23,18,50,621.86,14
"Get fit kids vol 1 Hustle bustle move your muscles",5,23,19,2,613.7042,2
Reptiles,5,23,19,5,597.9,12
"Soundable words Long and short vowels",5,23,19,6,372.465,7
"Critter quest bug out on a backyard safari",5,23,19,6,595.7,12
"All about solids liquids gases",5,23,19,6,530.414,12
"Drawing power Vol 4 Safari animal drawing",5,23,19,6,743.6,12
"Creepy creatures",5,23,19,6,590,12
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",5,23,19,8,491.78346,8
"French Disc 5 Happy sad and silly",5,23,19,13,448.3421,3
"French Disc 6 I can count",5,23,19,14,448.3421,3
"French Disc 4 In my home",5,23,19,15,448.3421,3
"French 1 Eating and drinking",5,23,19,16,448.3421,3
"French 2 Wake up smiling",5,23,19,16,448.3421,3
"Humphrey the lost whale",5,23,19,16,599.5,7
"Animal atlas Animal passport",5,23,19,29,590.96,8
"iKnow animals letters sounds Vol 2",5,23,19,40,372.465,18
"Ready for phonics Level 1",5,23,19,40,372.465,18
"Rock n learn Getting ready for kindergarten",5,23,19,40,372.218,18
"Funtastic animals dance laugh learn about farm animals wild animals and pets",5,23,19,40,590,18
"Rocks and minerals",5,24,9,42,552,17
"Dino world",5,24,9,42,567.9,17
"Schoolhouse rock Grammar",5,24,9,46,428,11
"Creepy creatures",5,24,9,46,590,17
"Art lessons for children Vol 5 Animals of the rain forest",5,24,11,59,743.6,13
"Pond river",5,24,12,27,577.636,10
"Rock n learn Division rap",5,24,12,36,513.214,4
"Sid the science kid Weather kid Sid",5,24,12,44,551.5,7
"Amazing North America",5,24,12,44,591.97,4
"French Disc 4 In my home",5,24,12,46,448.3421,18
"British Isles",5,24,12,50,914.1,4
Reptile,5,24,12,50,597.957,13
"Mister Rogers neighborhood What do you do with the mad that you feel",5,24,12,57,152.47,7
"High speed adventures",5,24,13,21,796.72,8
"Lots lots of big trains Vol 1 Giant railroad action",5,24,14,0,625.2,4
"Families of Vietnam",5,24,14,3,959.7,10
"Bonjour les amis Volume 3",5,24,14,8,448.3421,13
"French Disc 4 In my home",5,24,14,9,448.3421,13
"School house rock Money rock",5,24,14,15,332.024,7
"School house rock Election collection",5,24,14,15,320.973,7
"Schoolhouse rock America",5,24,14,15,973,7
Migration,5,24,14,16,591.568,7
"Signing time Volume 7 Leahs farm",5,24,14,29,419.7,4
"Meerkat manor Season one",5,24,14,32,599.742,6
"Nursery tap hip to toe Vol 2 Ballet",5,24,15,13,792.7,8
"Muzzy Spanish",5,24,15,21,468.3421,13
"Preschool fun Planets dinosaurs",5,24,15,38,523.4,14
Gravity,5,24,15,49,531.14,11
"Baby signing time Volume 4 Lets be friends",5,24,16,9,419,13
"Sid the science kid Weather kid Sid",5,24,16,16,551.5,10
"Families of France",5,24,16,29,944.084,10
"National Geographics Animal holiday",5,24,16,30,591.7586,9
"Shalom Sesame Volume 3 Shabbat shalom Grover",5,24,16,33,296.43,11
"Shalom sesame Volume 8 Grover learns Hebrew",5,24,16,35,492.48342,11
"key to card magic",5,24,17,40,793.85,20
"Nursery tap hip to toe Vol 1 Along came a spider",5,24,17,42,792.7,20
"Dancing for kids",5,24,17,51,792.80833,5
"Mighty machines Roadways to runways",5,25,10,13,629.133,3
"Meet the phonics Letter sounds",5,25,10,14,372.465,7
"Dive into diversity",5,25,11,44,591.77,6
"Mandarin Chinese Disc 6 I can count",5,25,12,4,495.13421,10
Life,5,25,12,7,570,14
"Cinderella a dance fantasy",5,25,12,12,782.95,13
"Wiggles The Wiggles go bananas",5,25,12,19,782.42083,5
"city of bees",5,25,12,19,638.1,14
"Ecosystems and biomes",5,25,12,24,577.82,8
"Lots lots of jets and planes Vol 3 Jumbo jets in action",5,25,13,36,629.13334,12
"Sid the science kid Sids sense ational adventures",5,25,13,44,500,14
"Sid the science kid Gizmos and gadgets",5,25,13,48,621.8,11
"Basic cartooning",5,25,13,48,741.5,21
"Advancing the skills",5,25,13,52,796.3342,16
"potty movie for girls starring Hannah",5,25,14,0,649.62,13
"potty movie for boys starring Henry",5,25,14,0,649.62,13
Evolution,5,25,14,4,508,12
"Arctic tale",5,25,14,9,599.786,4
"Rock n learn Addition subtraction rap",5,25,14,9,513.21,21
"Kids Ten Commandments the complete collection",5,25,14,11,241.52,5
"All about cells body systems",5,25,14,22,571.6,9
Skeleton,5,25,14,22,573.76,9
"Abraham Lincoln sixteenth president",5,25,14,22,973.7092,9
"Human machine",5,25,14,22,612,9
"Italian Disc 1 Eating and drinking",5,25,14,23,458.3421,6
Energy,5,25,14,25,531.6,9
"Wiggles Celebration",5,25,14,25,782.42083,9
"Fire engines trucks airplanes fast trains",5,25,14,25,628.9259,9
Electricity,5,25,14,25,537,9
"Bugs bugs bugs",5,25,14,26,595.7,4
"Lots lots of big trains Vol 1 Giant railroad action",5,25,14,26,625.2,11
"Eyewitness Planets",5,25,14,31,523.4,17
"Kids love Spanish Volume 4 Food",5,25,14,44,468.3421,14
"Baby signing time Volume 2",5,25,14,44,419,14
"Animal atlas Fun on the farm",5,25,14,45,630.68,12
"Spanish Disc 5 Happy sad and silly",5,25,14,45,468.3421,14
"estaciones The seasons",5,25,14,45,468.3421,14
"Adentro y afuera Inside and out",5,25,14,48,468.3421,14
"Rock n learn Addition subtraction rap",5,25,15,0,513.21,15
"Meet the phonics Blends",5,25,15,9,372.465,13
"School house rock Election collection",5,25,15,14,320.973,22
"Meet the phonics Digraphs",5,25,15,14,372.465,13
"Learn French with Pânâlope Pezi Beginners level 1 volume 1",5,25,15,39,448.2421,18
"Im a potty princess potty training for girls",5,25,15,47,649.62,7
"Wild about safety Safety smart goes green",5,25,15,51,363.7,1
"Families of Russia",5,25,16,5,947.086,12
"Japanese Disc 1 Eating and drinking",5,25,16,13,495.68342,14
"Writing strategies",5,25,16,59,372.623,7
"Ready for beginning math",5,25,16,59,372.7049,7
"Meet the numbers",5,25,16,59,372.72,7
"Rock n learn Life science",5,25,16,59,570,7
"Lots lots of trains Vol 3 Roaring down the rails",5,25,17,4,625.2,7
"American Sign Language for kids Beginner level 1 volume 2",5,25,17,10,419.7,24
"I love airplanes",5,25,17,43,629.133,4
Bali,5,26,13,6,915.986,6
"man who walked between the towers",5,26,13,7,791.34092,5
"Predator and prey",5,26,13,21,591.53,5
Bird,5,26,13,32,598,7
"Preschool fun Letters numbers",5,26,13,53,201,5
"Dong wu qi guan 6 Wildlife tales",5,26,13,57,591,13
"Dong wu qi guan 5 Wildlife tales",5,26,13,57,591,13
"magic school bus Creepy crawly fun",5,26,14,0,534,6
"Mighty machines Ships ahoy Super machines Ohâ du bateau",5,26,14,9,623.82,13
"Hot potatoes the best of the Wiggles",5,26,14,10,782.42083,13
"French 1 Eating and drinking",5,26,14,11,448.3421,11
"Italian Disc 6 I can count",5,26,14,11,458.3421,11
"Italian Disc 1 Eating and drinking",5,26,14,11,458.3421,11
"Italian Disc 5 Happy sad and silly",5,26,14,11,458.3421,11
"Born to worship",5,26,14,12,782.42171,1
"John Deere earth mover action",5,26,14,16,629.225,13
"Sesame Street Big Bird in Japan",5,26,14,20,915.204,15
"John Deere action 3",5,26,14,21,629.2252,13
"Signing time Series 2 volume 10 Helping out around the house",5,26,14,32,419.7,21
"Dong wu qi guan 7 Wildlife tales",5,26,14,34,591,14
"magic school bus catches a wave",5,26,14,41,553.7,5
MicroCosmos,5,26,15,4,595.7,21
Mammals,5,26,15,6,599,7
"Schoolhouse rock Multiplication rock",5,26,15,11,513.213,4
"School house rock Earth",5,26,15,11,333.72,4
"We are The Laurie Berkner Band",5,26,15,30,782.42083,21
"Signing time Series 2 volume 1 Nice to meet you",5,26,15,31,419.7,11
"Signing time Volume 11 My neighborhood",5,26,15,31,419.7,11
"YogaKids 2 more poses more fun",5,26,15,33,613.7046,14
Horse,5,26,15,37,636.1,3
"Baby signing time Volume 1",5,26,15,42,419,9
"Elmos potty time",5,26,15,44,649.62083,15
"Whats in the Bible 1 In the beginning",5,26,15,44,220.61,6
"Shalom Sesame Volume 4 Grover plants a tree",5,26,15,49,296.43,11
"Shalom sesame Volume 7 Its Passover Grover",5,26,15,49,296.437,11
"Lots lots of trucks Vol 2 Mighty tough trucks",5,26,15,54,629.224,7
"John Deere action 3",5,26,15,55,629.2252,13
"Jobz 4 dogz Police K 9",5,26,16,25,636.73,2
Migration,5,26,16,56,591.568,11
"Mighty machines Tremendous tools",5,28,10,9,621.8,14
"French 2 Wake up smiling",5,28,10,16,448.3421,14
"Mandarin Chinese 1 Eating and drinking",5,28,10,30,495.13421,4
"Signing time Volume 9 The zoo train",5,28,11,18,419.7,12
"Spend a day with firefighters",5,28,11,19,628.92,25
"Activity TV Cartooning intermediate",5,28,11,46,741.5,23
"I spy A runaway robot and other stories",5,28,11,46,793.735,20
"Italian Disc 6 I can count",5,28,12,7,458.3421,9
"Arctic tale",5,28,12,7,599.786,14
"Brainy baby Art exploring the world of art",5,28,12,11,700.83,7
Seashore,5,28,12,13,578.7699,17
"Two Bobbies a true story of Hurricane Katrina friendship and survival",5,28,12,18,636.0832,17
Flight,5,28,12,18,629.1301,17
"Baby signing time Volume 3 A new day",5,28,12,19,419,21
"city of bees",5,28,12,20,638.1,17
"ultimate collection",5,28,12,21,629.04,14
"Baby signing time Volume 4 Lets be friends",5,28,12,23,419,20
"Living room magic Volume 1",5,28,12,26,793.8,10
"Zoboomafoo Wild creatures furry fashion",5,28,12,59,590,6
"French Disc 5 Happy sad and silly",5,28,13,25,448.3421,13
"French 3 Playtime",5,28,13,30,448.3421,14
"Endangered extinct animals",5,28,13,34,333.9522,7
"Hard Hat Harrys race cars and monster trucks",5,28,13,41,796.72,15
Manairons,5,28,13,44,398.20946,27
"Families of Ghana",5,28,13,48,966.7,14
"Wiggles Here comes the big red car",5,28,14,1,782.42083,13
"Cantos y rimas Nursery songs rhymes",5,28,14,2,782.42083,13
"Wiggles Celebration",5,28,14,3,782.42083,13
Bird,5,28,14,3,598,13
"Early start Mandarin Chinese Volume 5 Sports and games",5,28,14,16,495.18342,7
Dog,5,28,14,20,599.77,20
"Buried treasures",5,28,14,24,567.9,3
"Muzzy French",5,28,14,30,448.3421,13
"Spanish Disc 4 In my home",5,28,14,38,468.3421,6
"Families of Egypt",5,28,14,42,962.055,4
"Learning chess the easy way chess for absolute beginners",5,28,14,49,794.1,26
"Hear my world",5,28,14,50,612.85,12
"Mighty machines Big wheels rollin",5,28,14,52,629.225,3
"Lots lots of trucks Vol 1 Hard workin trucks",5,28,15,8,629.224,3
"Lots lots of jets and planes Vol 3 Jumbo jets in action",5,28,15,11,629.13334,15
"Natural disasters",5,28,15,17,363.34,7
Reptile,5,28,15,21,597.957,7
"British Isles",5,28,15,22,914.1,21
"Shalom sesame Volume 12 Adventures in Israel",5,28,15,22,956.94,23
"best of the best of the Electric Company",5,28,15,24,372.414,21
"Families of Afghanistan",5,28,15,25,958.1,21
"Animal atlas Superhero animals",5,28,15,25,590,14
"All your childs favorites",5,28,15,25,649.68,14
"Kid guides Museums",5,28,15,25,507.4,21
"Meet the numbers",5,28,15,25,372.72,8
"ballad of Mulan",5,28,15,26,398.22095,8
"Ready for beginning math",5,28,15,27,372.7049,8
"Meet the letters",5,28,15,27,428.13,8
"Rock n learn Getting ready for kindergarten",5,28,15,27,372.218,8
"Going to school",5,28,15,33,371.002,14
"Loose at the zoo",5,28,15,46,590.73,6
"National park animals for kids",5,28,15,54,590.0973,6
Migration,5,28,15,54,591.568,3
"magic school bus Human body",5,28,15,56,612,4
"magic school bus catches a wave",5,28,16,12,553.7,14
"Signing time Volume 8 The great outdoors",5,28,16,16,419.7,21
"magic school bus Super sports fun",5,28,16,16,530,13
"English ESL 2 Wake up smiling",9,16,15,11,428.3461,118
"YogaKids 2 more poses more fun",9,16,15,11,613.7046,125
"Baby D I Y kitchen creations",7,31,19,20,745.5,75
"frog prince",8,5,14,48,398.2,94
