title,month(cout),day(cout),hour(cout),minute(cout),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Schoolhouse rock Science",1,4,16,51,500,14
"Popular mechanics for kids Radical rockets and other cool cruising machines",1,7,18,30,500,11
"Popular mechanics for kids Lightning and other forces of nature",1,7,18,30,551.5632,11
"Popular mechanics for kids Gators dragons and other wild beasts",1,7,18,30,333.954,11
"Popular mechanics for kids Slither slime and other yucky things",1,7,18,30,500,11
"Schoolhouse rock Grammar",1,11,15,18,428,7
"Sportscamp Basketball",1,5,13,4,796.3232,13
"Schoolhouse rock Multiplication rock",1,4,16,51,513.213,14
"Wiggles Splish splash big red boat",1,4,12,16,782.42083,15
"Baby sign language basics",1,13,14,7,419,5
"Hola amigos Volume 1",1,7,15,28,468.3421,11
"Mighty machines Tremendous tools",1,7,15,28,621.8,11
"Paul Bunyan",1,16,11,22,398.20973,3
"Ready for phonics Level 2",1,16,11,22,372.465,3
"Alphabet phonics fun",1,3,16,47,411,15
"Visual inspirations",1,3,16,47,152.14,15
"My gym at home fun with Monique",1,3,16,47,613.7042,15
Subtraction,1,3,16,47,513.212,15
"Bugs bugs bugs",1,12,14,26,595.7,6
"Kidz bop Dance moves",1,12,14,25,793.3,6
"Zoboomafoo Pets",1,12,14,25,590,6
"Wiggles Its always Christmas with you",1,12,14,26,782.42083,6
"Sid the science kid Weather kid Sid",1,12,14,26,551.5,6
"Hot potatoes the best of the Wiggles",1,12,14,25,782.42083,6
Habitats,1,12,14,25,577,6
"Awesome animal builders",1,12,14,25,591.564,6
Monster,1,12,14,25,591.65,6
Insects,1,12,14,25,595.7,6
Seashore,1,12,14,25,578.7699,6
"animated Passion for the whole family",1,12,14,25,232.96,6
"Sid the science kid Sids sense ational adventures",1,12,14,25,500,6
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",1,12,13,0,613.6083,7
"Lots lots of big trains Vol 1 Giant railroad action",1,8,15,52,625.2,10
"John Deere earth mover action",1,8,15,52,629.225,10
"Be the creature The complete first season",1,3,13,40,590,15
"iKnow animals letters sounds Vol 1",1,8,15,52,372.465,10
"Im a potty pirate potty training for boys",1,6,16,9,649.62,12
"Families of United Kingdom",1,12,14,4,942.086,6
"animales Animals",1,12,14,4,468.3421,6
"Families of Guatemala",1,12,14,4,972.81,6
"Its a big big world Safe and sound",1,12,16,24,613.6,6
"ballad of Mulan",1,12,15,31,398.22095,6
"magic school bus Human body",1,5,16,7,612,13
"iKnow animals letters sounds Vol 2",1,19,11,48,372.465,0
"Kick to get fit Jr for kids",1,13,12,45,613.71,6
"Activity TV Cooking snacks",1,13,16,42,641.5123,5
"Johnny Appleseed",1,5,12,46,398.22,14
"Who lives in Puget Sound",1,19,12,43,591.7699,0
"Dino world",1,15,17,33,567.9,3
"Getting to know Thomas Jefferson third president",1,12,16,46,973.46092,6
"George Washington first President",1,12,16,46,973.41092,6
"magic school bus Holiday special",1,12,16,46,333.72,6
"John Adams second president",1,12,16,46,973.44092,6
"Wiggles Its always Christmas with you",1,5,17,12,782.42083,13
"Rock n learn Earth science",1,12,12,25,550,7
"French Disc 6 I can count",1,5,17,10,448.3421,13
"Swinging safari",1,5,14,6,591.96,14
"Fun on the farm introducing Doodle the Rooster and his animated friends",1,2,16,57,630.68,16
"Dino world",1,13,16,23,567.9,5
"Alice in Wonderland a dance fantasy",1,2,16,57,792.8,16
Volcanoes,1,5,14,34,551.21,14
"You fu ri zhi I UFO diaries",1,10,14,11,001.942,9
"Swan Lake story a dance fantasy",1,6,15,24,792.842,12
"show del Topo Gigio Vol 9",1,6,15,25,791.45097,12
"show del Topo Gigio Vol I",1,6,15,25,791.45097,12
"Amazing North America",1,13,14,35,591.97,6
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",1,14,15,17,491.78346,5
"Russian for babies toddlers and preschoolers Disc 3 Playtime",1,14,15,17,491.78346,5
"Swan lake",1,11,16,18,792.842,7
"English ESL 6 I can count",1,5,12,4,428.3461,14
"National parks for kids",1,5,12,3,917.30492,14
"Wiggles Big big show",1,12,12,45,782.42083,7
Nutcracker,1,11,16,18,792.842,7
"best of Mighty machines flying racing rolling",1,5,15,44,629.225,14
"Rocks and minerals",1,5,15,18,552,14
"Wiggles The Wiggles go bananas",1,6,13,25,782.42083,13
Germany,1,5,12,4,914.304,14
"Wiggles Lets eat",1,6,13,25,782.42083,13
"Ready for science and geography",1,13,16,12,372.8,5
"Rock n learn Life science",1,5,12,4,570,14
"All about trucks",1,5,15,18,629.224,14
"English ESL 5 Happy sad and silly",1,5,12,4,428.3461,14
"English ESL 3 Playtime",1,5,12,4,428.3461,14
"Origami fun for kids",1,9,17,42,736.982,9
"science of Disney imagineering Fluids",1,5,15,47,532,14
"English ESL 2 Wake up smiling",1,5,12,4,428.3461,14
"English ESL 4 In my home",1,5,12,4,428.3461,14
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,5,15,18,623.82,14
"John Henry steel driving man a story from the U S A",1,5,12,3,398.22,14
"Meet the numbers",1,5,11,16,372.72,14
"Between the lions Animal stories 8 stories fun activities",1,5,11,16,372.465,14
"Valentines Day",1,5,11,16,394.2618,14
"Activity TV Hanukkah Vol 2",1,5,11,16,296.435,14
"Polar prowl",1,5,14,26,591.70911,14
"Between the lions Get cooking 8 stories fun activities",1,12,14,13,372.465,7
"Mister Maker Lets make it",1,5,16,57,745.5,14
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",1,5,15,8,491.78346,14
"Lets go to school with Mei Mei",1,6,16,0,495.1824,13
"Mandarin Chinese Disc 5 Happy sad and silly",1,8,18,18,495.13421,10
"Lots lots of fire songs safety tips",1,14,17,20,363.377,4
"Gustafer Yellowgolds Have you never been yellow",1,5,16,57,782.42083,14
"Postwar contemporary United States the 33rd 44th presidents",1,12,10,16,973.099,7
Biodiversity,1,11,16,18,574.5,8
Evolution,1,11,16,18,508,8
"Big fins",1,11,16,17,591.77,8
Birds,1,11,16,18,598,8
Fish,1,11,16,18,597,8
Reptiles,1,11,16,18,597.9,8
"Arctic tale",1,8,14,53,599.786,11
"Kids Ten Commandments the complete collection",1,18,12,12,241.52,2
"Words reading",1,15,13,7,372.4,5
"Letter combinations reading",1,15,13,7,372.4,5
"Childrens tales from the land of Gullah",1,15,13,7,398.217,5
"Amazing North America",1,12,12,18,591.97,8
"Wiggles You make me feel like dancing",1,17,10,26,201,3
"Wiggles Here comes the big red car",1,17,10,26,782.42083,3
"Farmyard friends",1,17,10,25,590,3
"Free to be you and me",1,15,13,7,810.8,5
"Learn ballet step by step",1,6,13,6,792.82,14
"Martin Luther King Jr",1,12,15,52,323.092,7
"Kids can play guitar",1,14,14,8,787.87,5
"Families of China",1,14,17,0,951,5
"Families of Philippines",1,14,13,3,959.9,6
"Im a potty pirate potty training for boys",1,14,13,3,649.62,6
"Families of Vietnam",1,14,13,3,959.7,6
"Math is everywhere",1,5,12,44,511.322,15
"frog prince",1,7,16,39,398.2,12
"Rainbows in the sea",1,17,14,37,577.789,3
"Ready for beginning math",1,7,16,38,372.7049,12
"Preschool fun Planets dinosaurs",1,7,16,39,523.4,12
"Meet the phonics Blends",1,7,16,39,372.465,12
"Peep and the big wide world Peep figures it out",1,7,16,39,372.35,12
"Meet the shapes",1,7,16,39,516.15,12
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,7,16,39,623.82,12
"All about the police",1,7,16,39,363.20973,12
"Rock n learn Phonics Volumes I II",1,7,16,38,372.465,12
"Rock n learn Physical science",1,7,16,38,500.2,12
"Rock n learn Telling time",1,7,16,38,681.113,12
"Alphabet and letter sounds",1,7,16,39,372.465,12
"Wonders down under",1,7,16,39,591.994,12
"magic school bus Creepy crawly fun",1,7,16,39,534,12
"Cesar Chavez",1,7,16,39,331.8813,12
"Snowplows on patrol",1,9,13,11,625.763,11
"Metal monsters",1,9,13,11,621.86,11
"All about John Deere for kids Part 4",1,9,13,11,629.225,11
Amphibians,1,11,16,18,597.8,8
"Farmyard friends",1,11,16,18,590,8
"Baby animals",1,11,16,17,599.5,8
"Pizza party Yoga class for kids",1,6,14,38,613.7046,14
Puppytown,1,11,11,58,636.707,9
"Lets learn how to use pastels and charcoal",1,14,15,29,741.235,6
"Spanish Disc 6 I can count",1,10,16,44,468.3421,9
"Rock n learn Addition subtraction rap",1,6,16,35,513.21,14
"Peep and the big wide world Peep floats",1,6,16,12,372.35,14
Sacagawea,1,11,14,9,978.00497,9
"Spanish for kids Beginner level 1 volume 2",1,10,16,44,468.3421,9
"School house rock Election collection",1,10,16,44,320.973,9
"Rock n learn Multiplication rap",1,6,16,35,513.213,14
"Eyewitness Weather",1,6,16,35,551.55,14
"Families of Sweden",1,10,19,36,948.5,9
"Families of Russia",1,10,13,36,947.086,11
"Families of Sweden",1,10,13,36,948.5,11
"Families of Thailand",1,10,13,36,959.3,11
Claws,1,18,10,58,599.75,3
"Animal atlas Animal ABCs",1,18,10,57,421.1,3
"David Goliath",1,20,13,27,222.4092,1
"Ca nhac XuÆn Mai 5",1,19,11,16,782.42083,3
"XuÆn Mai 16",1,19,11,16,782.42083,3
"Rainbows in the sea",1,9,11,46,577.789,12
"Meet the phonics Letter sounds",1,4,15,11,372.465,17
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",1,14,17,20,438.3421,7
"Schoolhouse rock Grammar",1,5,13,3,428,16
Horse,1,15,10,16,636.1,7
"Signing time Series 2 volume 7 My favorite sport",1,9,19,10,419.7,12
"Signing time Series 2 volume 12 Box of crayons",1,9,19,10,419.7,12
Seashore,1,15,10,16,578.7699,7
"Hola amigos Volume 1",1,8,14,42,468.3421,13
"Rock n learn Letter sounds",1,7,14,4,372.465,14
"I spy A rockin bronco and other stories",1,2,15,9,793.735,19
"Sid the science kid Sids backyard campout",1,12,15,56,796.54,9
Japan,1,7,14,59,915.2,14
"More families of Mexico",1,7,14,59,972.0836,14
Claws,1,17,10,36,599.75,5
"magic school bus Human body",1,17,10,36,612,5
Life,1,11,17,57,570,10
"National park animals for kids",1,7,12,18,590.0973,15
"Fairy dancing",1,15,16,55,791.4372,6
"Activity TV Room projects",1,15,16,52,747.1,6
"Play learn Chinese with Mei Mei 3",1,7,19,30,495.1824,14
"magic school bus Space adventures",1,17,17,45,523,4
"Radio Disney party jams the concert",1,18,11,24,781.66078,4
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",1,12,15,3,495.1824,9
"Sid the science kid Gizmos and gadgets",1,12,15,3,621.8,9
"Learn Chinese lets go to market in China",1,7,19,30,495.18342,14
"Learn Chinese lets visit Chinese kindergarten",1,12,15,3,495.18342,9
"Sid the science kid Sids sense ational adventures",1,12,15,3,500,9
"Swingset mamas swing dance and sing",1,15,16,52,782.42083,6
"Storytellers favorite fables",1,15,12,53,398.24,7
"Spanish 1 Eating and drinking",1,15,17,25,468.3421,6
"Mister Rogers neighborhood What do you do with the mad that you feel",1,16,14,47,152.47,5
"Digging up dinosaurs",1,9,15,21,567.9,12
"science of Disney imagineering Trajectory",1,20,15,44,531.55,1
"Drawing power Vol 5 My ultimate room",1,14,14,44,747.77083,7
"Free to be you and me",1,14,14,44,810.8,7
"Jesus movie",1,13,16,44,232.901,8
"Meet the phonics Blends",1,8,11,5,372.465,14
"British Isles",1,17,14,1,914.1,5
"little travelers Episode 4 Iran",1,17,14,1,915.5,5
Japan,1,17,13,59,915.2,5
"Families of China",1,14,17,22,951,7
"Garbage monsters",1,7,11,45,628.445,15
"magic school bus catches a wave",1,8,16,30,553.7,13
"Jim Hensons the storyteller Greek myths",1,15,16,1,398.2,6
"Rock n learn Earth science",1,15,15,29,550,7
"magic school bus Space adventures",1,15,11,55,523,7
"Sid the science kid Going going green",1,10,16,41,791.4575,11
"Mighty machines Machines on the job",1,15,11,55,621.8,7
"Im a potty princess potty training for girls",1,14,16,18,649.62,7
"Mighty machines Roadways to runways",1,15,11,54,629.133,7
"Activity TV Puppets",1,3,12,12,745.59224,19
"Mighty machines Lights ladders",1,15,11,54,629.224,7
"All about cells body systems",1,6,15,21,571.6,16
"Animal atlas Family time",1,6,15,21,590,16
"Sportscamp Baseball",1,17,15,28,796.3572,5
"Rock n learn Earth science",1,6,15,21,550,16
"Wiggles Its always Christmas with you",1,14,11,15,782.42083,8
"Totally tropical rain forest",1,5,17,52,591.96,16
"I love toy trains Parts 4 5 6",1,15,16,8,625.19,7
Bird,1,12,15,35,598,10
"I love toy trains Parts 1 2 3",1,15,16,8,625.19,7
"Spanish 2 Wake up smiling",1,7,17,48,468.3421,14
"My baby can talk Sharing signs",1,9,16,54,419,12
Reptiles,1,4,11,58,597.9,18
"Kids who rip com Vol 1",1,8,13,55,796.046,14
"Space earth atmosphere",1,12,13,3,523,10
"Kids who rip com Vol 4",1,8,13,55,796.046,14
"Kids who rip com Vol 3",1,8,13,55,796.046,14
"Kids who rip com Vol 2",1,8,13,55,796.046,14
"Lets talk geography maps and globes",1,12,13,3,912,10
"city of bees",1,16,16,39,638.1,6
"Fizzys lunch lab Fresh foods 101",1,4,12,49,613.2,18
"March on the day my brother Martin changed the world and more stories about African American history",1,8,14,9,973.0496,14
"magic school bus Human body",1,5,15,16,612,17
"Dr Spoons baby talk DVD Volume 1 English French",1,18,16,24,448.3421,4
"Italian Disc 2 Wake up smiling",1,18,16,25,458.3421,4
"Kids love Spanish Volume 5 Colors shapes",1,9,16,54,468.3421,13
"Buster loves music",1,9,16,54,780,13
"YogaKids 3 Silly to calm",1,5,13,47,613.7046,17
"Preschool fun Planets dinosaurs",1,11,14,6,523.4,11
"potty movie for boys starring Henry",1,5,13,47,649.62,17
"Meet the letters",1,11,14,8,428.13,11
"Activity TV Cooking snacks",1,20,16,19,641.5123,2
"Sid the science kid Going going green",1,20,16,19,791.4575,2
"German for babies toddlers and preschoolers Disc 4 In my home",1,11,14,8,438.3421,11
"Jesus movie",1,15,17,41,232.901,6
"Meet the phonics Letter sounds",1,10,12,24,372.465,12
"Meet the sight words 2",1,10,12,24,372.462,12
"Mandarin Chinese 1 Eating and drinking",1,14,13,26,495.13421,8
"Mandarin Chinese 2 Wake up smiling",1,14,13,26,495.13421,8
"Mandarin Chinese 3 Playtime",1,14,13,26,495.13421,8
Vietnam,1,14,13,26,959.7,8
"Between the lions More animal stories 8 stories fun activities",1,4,14,21,372.465,18
"Time for manners Vol 2 Table time",1,16,18,56,395.54,5
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",1,16,18,58,221.9505,5
"Kids love Spanish Volume 6 Animals",1,16,18,57,468.3421,5
"Brainy baby Spanish simple words phrases",1,16,18,57,468.2421,5
Fractions,1,14,19,24,513.26,7
"Ca nhac thieu nhi",1,9,16,38,782.42083,13
"Animal atlas Creepy creatures",1,6,15,53,590,16
"John Deere earth mover action",1,6,15,53,629.225,16
Amphibian,1,6,15,39,597.8,16
"Eyewitness Ocean",1,6,15,53,551.461,16
"Letters and words",1,8,13,44,372.465,14
"Fire engines trucks airplanes fast trains",1,9,16,37,628.9259,13
"Baby boost Nursery rhymes",1,7,17,36,782.42083,15
"Budding ballerinas pre ballet with Mary Carpenter",1,18,15,29,792.8,4
"Wiggles Sing a song of Wiggles",1,4,12,16,782.42083,18
"Wiggles Its always Christmas with you",1,4,12,16,782.42083,18
"Lots lots of trucks Vol 1 Hard workin trucks",1,15,19,49,629.224,6
Gravity,1,15,16,34,531.14,7
"Schoolhouse rock Multiplication rock",1,20,13,51,513.213,2
"Wiggles Its always Christmas with you",1,20,13,50,782.42083,2
"Tae bo kick",1,7,17,54,613.71,15
"Baby signing time Volume 3 A new day",1,13,14,46,419,9
"Learning chess the easy way chess for absolute beginners",1,3,13,29,794.1,19
"Giving thanks and more stories to celebrate American heritage",1,3,13,29,973,19
"tree with the golden apples",1,3,13,29,398.20949,19
"Hip hop for kids School house hop",1,9,12,15,793.3,13
"Martins big words the life of Dr Martin Luther King Jr and more stories from the African American tradition",1,16,13,19,323.092,6
"Families of Russia",1,9,15,17,947.086,13
"Families of Sweden",1,12,11,46,948.5,11
"Families of Israel",1,12,11,47,956.54,11
"Shalom sesame Volume 8 Grover learns Hebrew",1,2,16,29,492.48342,20
"Vincent Van Gogh",1,22,12,5,759.9492,1
"Magical music express",1,9,14,2,780,13
"All about big machines",1,7,11,52,629,16
"Sid the science kid Sids sing along",1,4,11,25,782.42083,19
"Miss Christys Dance adventure",1,3,11,1,793.3083,20
"Sesame Street Big Bird in China",1,9,11,43,915.104,14
"Storyland yoga",1,7,11,41,613.7046,16
"Farm life",1,11,13,35,630,12
"Yay Planes",1,11,13,35,629.1333,12
"Yoga by the dozen",1,7,11,41,613.7046,16
"Families of China",1,13,16,49,951,9
Moses,1,22,10,6,222.1092,1
"Lets frame our pictures",1,22,15,49,749.7,0
"Crossing the snow a tale from Japan",1,19,13,24,398.20952,4
"Wiggles You make me feel like dancing",1,10,11,48,201,13
"Preschool fun Letters numbers",1,10,11,48,201,13
Bird,1,9,11,50,598,14
"Families of Thailand",1,17,15,4,959.3,6
"How things work",1,11,12,38,621.8,12
"Arctic tale",1,11,12,38,599.786,12
Reptiles,1,5,14,2,597.9,18
"Bugz from a bugs eye view",1,8,16,45,595.7,14
"Signing time Series 2 volume 11 Once upon a time",1,8,16,45,419.7,14
"Signing time Volume 3 Everyday signs",1,8,16,45,419.7,14
Flight,1,18,15,41,629.1301,5
"No more diapers",1,12,17,20,649.62,10
"Once upon a potty for him",1,17,16,58,649.62,5
"Mister Rogers neighborhood What do you do with the mad that you feel",1,7,19,55,152.47,15
Bali,1,13,13,7,915.986,10
"Predator and prey",1,16,18,24,591.53,6
"Fun with counting",1,18,10,24,513.21,5
"Signing time Volume 3 Everyday signs",1,10,17,2,419.7,12
"Cantos y rimas Nursery songs rhymes",1,2,12,27,782.42083,21
"elephant DVD with Eric Herman",1,9,14,52,782.42083,14
"Fairy dancing",1,9,14,55,791.4372,14
"Young minds numbers and counting",1,9,16,26,513.211,14
"Alphabet phonics fun",1,9,16,26,411,14
"Popular mechanics for kids Lightning and other forces of nature",1,8,15,57,551.5632,15
"I spy A mumble monster mystery other stories",1,17,15,22,793.735,6
"science of Disney imagineering Friction",1,17,15,21,531.1134,6
"Danger Rangers Mission 547 safety rules",1,2,15,35,613.6,21
"Families of Sweden",1,11,16,29,948.5,12
"Zoboomafoo Wild creatures furry fashion",1,12,17,26,590,10
"Mandarin Chinese 3 Playtime",1,5,14,16,495.13421,18
"Drawing power Vol 4 Safari animal drawing",1,17,15,21,743.6,6
Caves,1,17,15,21,551.447,6
Bird,1,4,11,11,598,19
Atoms,1,10,14,8,539.6,13
Artseesmartsee,1,18,16,30,152.1423,5
Reptiles,1,14,15,29,597.9,9
"Lots lots of fire songs safety tips",1,10,17,9,363.377,13
"Arctic tale",1,16,18,38,599.786,7
"Mandarin Chinese 2 Wake up smiling",1,10,18,52,495.13421,13
Forests,1,9,17,48,577.3,14
"Shanti Generation yoga skills for youth peacemakers",1,9,16,57,613.7046,14
"magic school bus Bugs bugs bugs",1,9,16,57,595.7,14
Claws,1,9,16,58,599.75,14
"Rock n learn Human body",1,9,16,58,612,14
"Skill building buddies Handling transitions and change",1,9,16,57,618.92858,14
"Kids who rip com Vol 4",1,12,15,1,796.046,11
"Wiggles The Wiggles go bananas",1,20,15,56,782.42083,3
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",1,16,10,11,438.3421,8
"Early start Mandarin Chinese Volume 5 Sports and games",1,20,15,35,495.18342,3
"French 3 Playtime",1,20,15,35,448.3421,3
"Early start Mandarin Chinese Volume 6 Happy birthday",1,20,15,35,495.18342,3
"Dong wu qi guan 7 Wildlife tales",1,20,15,34,591,3
"way things work Floating",1,12,14,55,532.25,11
"way things work Cooling",1,12,14,55,621.57,11
"way things work Heat",1,12,14,55,523.013,11
Sacagawea,1,7,17,40,978.00497,16
"Girls gotta dance with Ballerina Jen",1,5,12,5,792.8,19
"Once upon a potty for her",1,7,14,33,649.62,16
Bali,1,17,14,7,915.986,6
Bali,1,12,11,35,915.986,12
Japan,1,12,11,35,915.2,12
"Wild about safety Timon and Pumbaa Safety smart online",1,11,11,29,004.67808,13
"riddle in a bottle",1,6,14,8,553.7,17
Anansi,1,10,14,4,398.20972,13
"Learn Spanish with Carlos Chiquitita Level 1 volume 1",1,23,17,53,468.2421,0
Bird,1,13,16,57,598,10
"Meet the phonics Letter sounds",1,17,11,21,372.465,7
"Sid the science kid Gizmos and gadgets",1,10,11,49,621.8,14
"California sea lions an unforgettable encounter",1,10,11,49,599.7975,14
